"";"PK_CAD";"TIPO_CLI";"TIPO_FAB";"TIPO_FOR";"TIPO_TRA";"TIPO_SERV";"TIPO_OUT";"RAZAO_SOCIAL";"FANTASIA";"CNPJ";"CPF";"INSC_EST";"INSC_MUM";"ENDERECO";"BAIRRO";"FK_CID";"CEP";"ENDE_COB";"BAIRRO_COB";"FK_CID_COB";"CEP_COB";"FONE1";"FONE2";"FAX";"HOMEPAGE";"FK_RAM";"LIMCREDITO";"OBSERVACAO";"FK_CADTRA";"FK_CPG";"TIPO_FRETE";"CREDITO_BLOQUEADO";"INATIVO";"FK_CPGREP";"FK_CADTRAREP";"TIPO_FRETE_REP";"CONS_INDUSTRIA";"DATA_CAD";"FK_USUCAD";"DATA_CAP_SOCIAL";"VLR_CAP_SOCIAL";"QTD_PROTESTOS";"QTD_CHQ_DEVOL";"OBSERV_CRED";"CONCEITO_CRED";"CONTATO_BANCO";"PER_ANA_CRED";"DT_ULT_AVALIACAO";"MATERIAL_COMPRA";"PERC_MAT_ESTOQUE";"PERC_MAT_ESPECIAL";"MOTIVO_RECADASTRO";"VAL_SOLIC_COMPRA";"FK_TPG";"DT_LIBFIN";"FK_USULIB";"AUDITVENDA";"ISENTOICMS";"MESESPRECO";"ISUF";"MALADIRETA";"FK_NAT";"OBS_LEGAL";"OBS_VENDA";"DDENTREGA";"FK_USUAVAL";"BLOQFATIPI";"SIMPLES";"SEMCOMPRA";"SEMCPR12";"IPI_PRIM";"CREDBLOQ";"FK_CAD_NOVO";"GERA_IPI";"DTRECCAD";"DTSOLCOMPL";"DTRECCOMPL";"DTTERMPROC";"AC_BLOQ";"AC_DEP";"FK_BCOCOB";"NAOAGRUPABLQ";"IMPRIME_FAB_ETIQ";"IMPRIME_DATAFAB_ETIQ";"FK_SUB";"FATUR_MINIMO";"MARKUP_MAODEOBRA";"MARKUP_MATPRIMA";"INTEGRACAO_XML";"REGIME_TRIBUTARIO";"INDUSTRIA_REVENDA";"TOLERANCIA_ANTECIPACAO";"TOLERANCIA_ATRASO";"NAOCONTRIBUINTE";"DIA_SEMANA_MRP";"OBS_PADRAO_OC";"REAJUSTE_LME";"REAJUSTE_DOLAR";"PERC_GATILHO";"REAJUSTE_CUSTO";"FREQUENCIA";"OBSERVACAO_REAJUSTE";"PLACA_PADRAO";"PLACA_PADRAO_UF";"TIPO_REAJUSTE_CABOS";"TIPO_REAJUSTE_OUTROS";"PERC_QTD_NFR_OC";"OBRIGAR_NFSE";"INCOTERM";"BANK_INFORMATION";"INVOICE_PAGTO_ANTECIP";"FK_MOE";"PRAZO_PAGAMENTO_PADRAO";"FOLLOWUP_AUTOMATICO";"CONSIDERA_PV_FLUXO_CAIXA";"DIA_SEMANA_VENCTO";"DIA_MES_VENCTO1";"DIA_MES_VENCTO2";"DIA_MES_VENCTO3";"FK_MAQ_PREFERENCIAL";"FK_NATCONSUMO"
349;1858.0;"N";"N";"S";"N";"N";"N";"METALÚRGICA MONARCA LTDA";"METALÚRGICA MONARCA";"07.135.677/0001-86";"";"022/0055955";"";"RUA: RADIAL LESTE Nº182 - PAVILHÃO 2";"DISTRITO INDUSTRIAL";126.0;"95680000";"RUA: RADIAL LESTE Nº182 - PAVILHÃO 2";"DISTRITO INDUSTRIAL";126.0;"95680000";"54-3282-3412";"54-3282-6399";"";"";"";"";"";993.0;3.0;"F";"N";"N";"";"";"";"";"2017-10-18 09:21:18.171";144.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";86.0;"";"";"";"N";"S";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
350;1859.0;"N";"S";"S";"N";"N";"N";"MADEIREIRA SANLU LTDA - EPP";"SANLU";"91.459.255/0001-72";"";"024/0138694";"";"RUA BERTO CIRIO, 3044";"SAO LUIZ";11.0;"92430030";"RUA BERTO CIRIO, 3044";"SAO LUIZ";11.0;"92430030";"";"";"";"http://www.sanlu.com.br";"";"";"BANCO BRADESCO S/A
CONTA CORRENTE: 6463-7
AGENCIA: 1973-9
CNPJ.91.459.255/0001-72
MADEIREIRA SANLU LTDA
";1191.0;2.0;"F";"N";"N";"";"";"";"";"2017-10-18 13:54:29.439";165.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
351;1860.0;"N";"S";"S";"N";"S";"S";"BET PLASTICOS LTDA.";"BET PLÁSTICOS";"05.585.375/0001-84";"";"045/0071251";"";"AV. SÃO VICENTE,700";"CINQÜENTENÁRIO";29.0;"95180000";"AV. SÃO VICENTE,700";"CINQÜENTENÁRIO";29.0;"95180000";"(54) 3261-5113";"";"";"betplasticos@terra.com.br";"";"";"";"";2.0;"";"N";"N";"";"";"";"";"2017-10-24 10:58:41.170";177.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
352;1871.0;"N";"N";"S";"N";"N";"N";"COMERCIAL ELETRICA DW LTDA";"COMERCIAL ELETRICA DW";"05.381.281/0001-93";"";"9017019665";"";"RUA JOAO BETTEGA,2281";"PORTAO";12.0;"";"RUA JOAO BETTEGA,2281";"PORTAO";12.0;"";"(51) 3326.4029";"";"";"www.eletricadw.com.br";"";"";"";"";"";"";"N";"N";"";"";"";"";"2017-11-21 10:46:22.693";177.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";80.0;"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
353;1863.0;"N";"N";"S";"N";"N";"N";"WABE INDUSTRIA E COMERCIO LTDA EPP";"WABE CONECTORES";"61.798.906/0001-98";"";"433.020.218.118";"";"ESTRADA DOZE, 265";"JARDIM FLOR DE BRAGANÇA";300.0;"07600000";"ESTRADA DOZE, 265";"JARDIM FLOR DE BRAGANÇA";300.0;"07600000";"(11)4484-4147";"";"";"";"";"";"";585.0;2.0;"F";"N";"N";"";"";"";"";"2017-10-27 09:03:27.915";66.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"S";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
354;1865.0;"N";"N";"S";"N";"N";"N";"PROESI COMPONENTES ELETRONICOS LTDA";"PROESI COMPONENTES ELETRÔNICOS";"10.428.528/0001-10";"";"";"";"RUA ENG. PAUL WERNER, 1158";"ITOUPAVA SECA";51.0;"89030101";"RUA ENG. PAUL WERNER, 1158";"ITOUPAVA SECA";51.0;"89030101";"47 30805529";"";"";"";"";"";"";585.0;2.0;"F";"N";"N";"";"";"";"";"2017-10-31 10:42:32.360";66.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
355;1867.0;"N";"N";"S";"N";"N";"N";"ARCELORMITTAL BRASIL S.A";"ARCELORMITTAL";"17.469.701/0051-36";"";"1650125604";"";"RUA PEDRO LESSA, 65";"INTERSUL";43.0;"94853600";"RUA PEDRO LESSA, 65";"INTERSUL";43.0;"94853600";"(51) 2121-7777";"";"";"";1.0;"";"";"";2.0;"C";"N";"N";"";"";"C";"";"2017-11-06 08:29:23.444";9.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
356;1905.0;"";"";"S";"";"";"";"DICOSUL INDÚSTRIA E COMÉRCIO LTDA";"DICOSUL";"94.059.284/0001-35";"";"029/0214904";"";"RUA OS DEZOITO DO FORTE,1634";"CENTRO";6.0;"95020472";"RUA OS DEZOITO DO FORTE,1634";"CENTRO";6.0;"95020472";"(54) 21018234";"";"";"";"";0.0;"FILIAL PORTO ALEGRE:
Rua Benjamin Constant, 1130; Sala 302

AGÊNCIA: 0180 / CC: 061074580-6
Rua Marques do Herval,1296 - Centro
CEP: 95020-260 / Caxias do Sul - RS
";561.0;2.0;"F";"";"";1.0;"";"";"";"2018-01-12 11:49:34.938";161.0;"";0.0;0.0;0.0;"";"";"";0.0;"";"";0.0;0.0;"";0.0;"";"";"";"N";"N";0.0;"";"N";80.0;"";"";0.0;"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
357;1923.0;"N";"S";"S";"N";"N";"N";"CBP COMEX IMPORTAÇÃO E COMERCIO DE PAPEL LTDA";"NACIONAL PAPER";"27.915.682/0001-19";"";"058/0145603";"";"RUA REPÚBLICA DO PIRATINI,126";"JARDIM DOS LAGOS II";10.0;"92500000";"RUA REPÚBLICA DO PIRATINI,126";"JARDIM DOS LAGOS II";10.0;"92500000";"(51) 3491-7035";"(51) 98193-6619";"";"";1.0;"";"";2.0;19.0;"C";"N";"N";19.0;2.0;"C";"";"2018-01-30 11:31:00.811";156.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
358;1924.0;"S";"";"S";"";"";"";"WEG EQUIPAMENTOS ELÉTRICOS S/A";"WEG EQUIPAMENTOS ELÉTRICOS S/A";"07.175.725/0014-84";"";"255085672";"";"RUA DOUTOR PEDRO ZIMMERMANN, 6751 BLOCO A";"ITOUPAVA CENTRAL";51.0;"89068005";"RUA DOUTOR PEDRO ZIMMERMANN, 6751 BLOCO A";"ITOUPAVA CENTRAL";51.0;"89068005";"";"";"";"";1.0;200000.0;"";331.0;1.0;"F";"N";"";20.0;331.0;"F";"I";"2018-01-31 11:53:12.828";9.0;"";0.0;0.0;0.0;"";"";"";0.0;"";"";0.0;0.0;"";0.0;4.0;"";"";"N";"N";0.0;"";"N";83.0;"";"";0.0;"";"N";"N";"S";"S";"N";"N";"";"S";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"S";"S";1.0;"N";"N";"N";168.0;"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"S";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
359;1913.0;"N";"N";"S";"N";"S";"N";"HANOVER PNEUS LTDA - CEARA";"";"22.868.538/0002-36";"";"096/3638912";"";"AV. CEARA, 584";"SÃO JOÃO";1.0;"90240510";"AV. CEARA, 584";"SÃO JOÃO";1.0;"90240510";"35577900";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-01-24 14:54:31.081";165.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
360;1907.0;"N";"S";"S";"N";"N";"N";"BOLIVAR PRODUTOS PLÁSTICOS LTDA";"BOLIVAR PLASTICOS";"01.618.295/0001-27";"";"518.331412-0022";"";"RODOVIA GERALDO MARTINS COSTA, 035";"BORTOLAN SUL";304.0;"37718000";"RODOVIA GERALDO MARTINS COSTA, 035";"BORTOLAN SUL";304.0;"37718000";"35 37297350";"";"";"";1.0;"";"";993.0;2.0;"F";"N";"N";"";"";"";"";"2018-01-16 17:20:58.387";156.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"I";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
361;1914.0;"N";"N";"S";"N";"N";"N";"SAVARAUTO COMERCIO IMP. E EXP. DE VEICULOS";"";"94.974.300/0006-20";"";"096/3580833";"";"RUA PEREIRA FRANCO, 407";"SÃO JOÃO";1.0;"90240520";"RUA PEREIRA FRANCO, 407";"SÃO JOÃO";1.0;"90240520";"30737800";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-01-24 15:04:26.753";165.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
362;1915.0;"N";"N";"N";"N";"S";"S";"G S HOTEIS EIRELI - ME";"G S HOTEIS EIRELI - ME";"26.213.846/0001-01";"";"";"";"ROD BR-277 PONTA GROSSA CURITIBA ,2135";"VILA SOLENE";120.0;"83607105";"ROD BR-277 PONTA GROSSA CURITIBA ,2135";"VILA SOLENE";120.0;"83607105";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-01-25 09:40:28.639";68.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
363;1916.0;"N";"N";"S";"N";"N";"N";"IVOBOR INDÚSTRIA E COMÉRCIO DE ARTEFATOS DE BORRACHA LTDA- E";"IVOBOR INDÚSTRIA E COMÉRCIO DE ARTEFATOS DE BORRACHA LTDA- E";"07.891.069/0001-00";"";"219.089.300.116";"";"RUA JOSÉ MELARÉ, 419";"JARDIM DAS PALMEIRAS";106.0;"18550000";"RUA JOSÉ MELARÉ, 419";"JARDIM DAS PALMEIRAS";106.0;"18.550.0";"15-3263-4116";"15-3363-3655";"";"";1.0;"";"Banco do Brasil- Boituva: Ag: 1649-7-CC 24522-4";561.0;3.0;"F";"N";"N";"";"";"";"";"2018-01-26 10:50:33.370";144.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
364;1917.0;"N";"N";"S";"N";"N";"N";"JOMAT INDÚSTRIA DE ARTEFATOS DE CIMENTO LTDA.";"JOMAT INDÚSTRIA DE ARTEFATOS DE CIMENTO LTDA.";"09.056.827/0001-91";"";"050/0065632";"";"RUA BALDUINO GAETANO PUERARI, 102";"GUARANI";47.0;"95720-00";"RUA BALDUINO GAETANO PUERARI, 102";"GUARANI";47.0;"95720-00";"(54) 3462 2777";"";"";"";1.0;"";"Banco Banrisul
Agência: 0.218
Garibaldi / RS
Conta corrente: 06854063.0-7";"";2.0;"C";"N";"N";"";"";"C";"";"2018-01-26 11:41:48.749";9.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";168.0;"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
365;1918.0;"N";"N";"S";"N";"N";"N";"JCN INDUSTRIA E COMERCIO EIRELLI";"ELECTRIC RS";"21.285.217/0001-65";"";"1770219711";"";"ESTRADA MANOEL JOSÉ DO NASCIMENTO, 820";"AGUAS MORTAS";8.0;"94930340";"ESTRADA MANOEL JOSÉ DO NASCIMENTO, 820";"AGUAS MORTAS";8.0;"94930340";"";"";"";"";2.0;"";"";2.0;36.0;"C";"N";"N";"";"";"C";"";"2018-01-26 14:13:37.455";9.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";168.0;"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
366;1919.0;"N";"N";"S";"N";"N";"N";"GREEN AGE COMERCIO DE ACESSORIOS LTDA ME";"GREEN AGE COMERCIO DE ACESSORIOS LTDA ME";"24.717.075/0001-56";"";"257952780";"";"AVENIDA VOLUNTÁRIOS DA PATRIA, 814";"CENTRO";305.0;"89870000";"AVENIDA VOLUNTÁRIOS DA PATRIA, 814";"CENTRO";305.0;"89870000";"";"";"";"";2.0;"";"";"";"";"";"N";"N";"";"";"";"";"2018-01-26 14:32:05.571";9.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
367;1920.0;"N";"S";"N";"N";"S";"S";"MEGALUX ILUMINACAO - EIRELI";"MEGALUX ILUMINACAO - EIRELI";"22.522.636/0001-36";"";"";"";"AV ACUDES , 69";"ALTO DOS PINHEIROS";93.0;"30530720";"AV ACUDES , 69";"ALTO DOS PINHEIROS";93.0;"30530720";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-01-26 14:47:02.520";68.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
368;1927.0;"";"S";"S";"";"";"";"PRYSMIAN CABOS E SISTEMAS DO BRASIL S/A";"PRYSMIAN LONDRINA/PR";"61.150.751/0033-66";"";"669.956.580.116";"";"RUA CHICRI MALUF, 121, GALPÃO B";"IPORANGA";162.0;"86030290";"RUA CHICRI MALUF, 121, GALPÃO B";"IPORANGA";162.0;"86030290";"11 49984340";"";"";"";2.0;0.0;"financeiro 11 4998-4000";993.0;19.0;"F";"";"";"";"";"C";"";"2018-02-05 08:47:19.085";165.0;"";0.0;0.0;0.0;"";"";"";0.0;"";"";0.0;0.0;"";0.0;4.0;"";"";"N";"N";0.0;"";"N";83.0;"";"";0.0;"";"N";"N";"N";"N";"N";"N";"";"S";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";80.0;"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"S";"N";"";"";"";"";"";""
369;1921.0;"N";"N";"S";"N";"S";"S";"FERRAMENTAS GERAIS COMERCIO E IMPORTACAO DE FERRAMENTAS E MA";"FERRAMENTAS GERAIS FG";"92.664.028/0006-56";"";"";"";"V ANHANGUERA, S NUMERO- KM 26421 PRED 1 SL 15	";"JARDIM JARAGUA";303.0;"05275000";"V ANHANGUERA, S NUMERO- KM 26421 PRED 1 SL 15	";"JARDIM JARAGUA";303.0;"05275000";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-01-29 13:24:34.283";68.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
370;1922.0;"N";"N";"S";"N";"S";"S";"CARLOS ROBERTO DE ALMEIDA TESSA - ME";"CARLOS ROBERTO DE ALMEIDA TESSA - ME";"07.367.129/0001-81";"";"";"";"EST LEOPOLDO PETRY  2568";"SANTO AFONSO";16.0;"93425320";"EST LEOPOLDO PETRY  2568";"SANTO AFONSO";16.0;"93425320";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2018-01-29 13:27:17.535";68.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
371;1888.0;"N";"N";"S";"N";"N";"N";"ALFATRONIC";"ALFATRONIC (REVENDA HARNESSFLEX)";"";"";"";"";"";"";6.0;"";"";"";"";"";"";"";"";"";"";"";"";585.0;2.0;"F";"N";"N";"";"";"F";"";"2017-12-13 09:48:54.171";144.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"D";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
372;1890.0;"N";"N";"N";"N";"S";"S";"OUTLED ILUMINACAO LTDA - ME";"OUTLED ILUMINACAO";"23.627.749/0001-69";"";"";"";"R ELIZEU CORRADINI 1572";"LOTEAMENTO LOANDA";248.0;"";"R ELIZEU CORRADINI 1572";"LOTEAMENTO LOANDA";248.0;"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"";"";"2017-12-18 14:30:40.391";68.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N";"N";"";"";"N";"";"";"";"";"";"N";"N";"N";"N";"N";"N";"";"N";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"1899-12-30 00:00:00.000";"N";"N";"";"N";"N";"N";"";"";"";"";"N";"";"";2;0.0;"N";2.0;"";"N";"N";"";"";"";"";"";"";"";"";"";"N";"";"";"N";"";"";"N";"N";"";"";"";"";"";""
